=== 调试日志生成时间: 2025-10-30 16:46:08 ===

[2025-10-30 16:46:08] 系统: 调试系统初始化完成
[2025-10-30 16:46:08] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0037秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0036秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0065秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0135秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0041秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0028秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0048秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0095秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0078秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 扫描媒体文件 耗时: 0.1851秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.007秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0038秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0047秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0124秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0158秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0028秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0039秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0033秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0035秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0081秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.007秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:23] 性能监控: 扫描媒体文件 耗时: 0.1943秒
=== 调试日志生成时间: 2025-10-30 16:46:24 ===

[2025-10-30 16:46:24] 系统: 调试系统初始化完成
[2025-10-30 16:46:24] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0039秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0036秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:24] 性能监控: 解析数据库文件 耗时: 0.3542秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0033秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 系统: 分类 🗃️ [数据库] lsp_videos (58,941个视频) 📁 db 第2页返回: 10个视频
[2025-10-30 16:46:24] 性能监控: 获取分类 耗时: 1.1479秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.004秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0033秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 扫描媒体文件 耗时: 0.0657秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.004秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.004秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0038秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:24] 性能监控: 扫描媒体文件 耗时: 0.0824秒
[2025-10-30 16:46:25] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/lsp_videos_auto.json, 找到视频: 234601个
[2025-10-30 16:46:25] 性能监控: 解析JSON文件 耗时: 2.7774秒
[2025-10-30 16:46:25] 性能监控: 解析数据库文件 耗时: 1.2204秒
[2025-10-30 16:46:25] 系统: 分类 🗃️ [数据库] lsp_videos (大) (224,165个视频) 📁 db 第1页返回: 10个视频
[2025-10-30 16:46:25] 性能监控: 获取分类 耗时: 1.6179秒
=== 调试日志生成时间: 2025-10-30 16:46:26 ===

[2025-10-30 16:46:26] 系统: 调试系统初始化完成
[2025-10-30 16:46:26] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0034秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0034秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0047秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0091秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.008秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0033秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0033秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0055秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0048秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0098秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0212秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.005秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0033秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.005秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0033秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0077秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0105秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0078秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 扫描媒体文件 耗时: 0.2144秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0047秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.004秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0071秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0206秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0042秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0034秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0054秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0028秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0066秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0133秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0085秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:26] 性能监控: 扫描媒体文件 耗时: 0.2083秒
[2025-10-30 16:46:26] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/videos_vod.json, 找到视频: 111464个
[2025-10-30 16:46:26] 性能监控: 解析JSON文件 耗时: 1.3192秒
